latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,right,1,1,1,PCollShock,-10.10044691,-10.46984355,3.789949098,38.94318296,8.78633353,-14.28164825,0.625438391,9.010560769,-28.89305639,8.644529025,-48.77227474,-66.11362761,-0.908639838,-21.81069191,-56.70294673,-18.35352385,-5.463423369,-56.16966297,38.5345332,38.82812715,-8.769827523,60.36474428,26.15730939,-6.507191777,48.73070187,3.288333252,-14.36071726
4251,right,2,1,1,PCollShock,20.98083757,45.51599306,-1.856417464,-46.13253957,-27.93600585,-34.20202431,-10.32236046,-8.260951656,-17.89182856,-43.68321634,-50.63227146,-70.38695989,-56.3374714,-46.06396292,-77.65536258,-15.16384194,-53.62364025,-53.97887192,91.06189464,0.960382542,-31.29124437,81.38460042,-13.41977428,-37.76617925,38.49308848,-8.344050457,-27.23968748
7251,left,3,1,1,PCollShock,33.73918945,-2.464765235,8.623286683,-40.64171237,-31.08569591,-38.05209976,10.68781198,12.44553167,-19.61924175,-5.833919236,-55.64416905,-72.7728595,-54.43610994,-59.28039104,-64.24994304,-25.14340629,-45.76756781,-48.2472536,30.74637914,-5.307960618,-41.62125032,32.48257359,-10.97357037,-45.03094481,39.24397653,-15.27798951,-34.37553786
10251,middle,4,1,1,nPCollNoShock,19.45428082,37.95461683,3.466748677,19.65764965,14.49415984,-2.143531934,3.727846588,18.43824578,-24.38648136,-1.867727372,-13.06286153,-48.96702764,1.486880298,-20.05945659,-53.85753631,25.00271251,-23.94107939,-48.05144536,53.63494003,-11.38699409,-29.68025122,73.45625727,7.412563438,-35.36975865,45.33609117,-15.00333323,-33.50904794
13251,left,5,1,1,PCollShock,26.96811514,2.011642075,-7.042909816,-39.62309329,-29.70483305,-17.80793046,-27.35269348,-21.6812543,-35.04273644,-29.00158303,-38.17599186,-67.94342405,-34.66567206,-60.80290756,-72.37192628,-12.52957421,-49.13654246,-66.26191522,34.26359162,-11.08830152,-32.66541953,40.69943904,-21.41704744,-41.66866537,24.80305144,-26.01164081,-38.18984835
16251,middle,6,1,1,nPCollNoShock,68.52501644,42.21487985,64.78574849,111.5750228,16.59785149,64.66211375,-20.30885018,24.73317242,1.573004514,-9.426143926,-9.525903372,4.156860815,-21.91075976,-30.39945005,-37.67313824,-24.9264567,-24.56735748,-44.73250496,21.06274176,44.90589681,-0.641751672,13.58672833,20.71145525,-29.43546467,34.46645748,22.25139312,-28.16789294
19251,middle,7,1,1,nPCollNoShock,-18.38135523,-18.57876844,10.55569092,38.46121927,-17.80398599,24.25528481,33.84268429,7.307191299,31.51615485,21.50185438,-10.31515323,-10.5518243,-33.4662362,-36.45484487,-37.33293447,-23.96958922,-17.59751437,-17.8942917,70.06952325,12.27483658,-24.63974985,29.3355293,-2.25082261,-22.96525199,51.42567539,8.225888513,-11.10676964
22251,right,8,1,1,PCollShock,37.99966554,47.60986091,14.26840572,-20.97538463,-10.33001339,-10.2748115,-2.353868533,5.661910231,16.54478455,-30.72410973,-16.28402847,-25.83280058,-45.67661517,-25.00460563,-45.33113717,-38.45597692,-19.99649561,-32.57621313,62.82156913,37.43607198,1.477511413,38.25627939,10.15340853,-11.13973023,-8.550166369,20.36792231,-12.45934625
25251,right,9,1,1,PCollShock,-47.26304443,-23.13691787,-19.74343142,-49.86115383,-39.49278631,-37.10891464,-25.95207389,21.93655555,-12.22821065,-47.5410015,-52.31475766,-61.31919934,-37.020423,-42.7838367,-54.03458235,-25.78269946,-33.0672436,-28.44083219,13.81709909,7.615218093,-2.776173156,29.49547339,24.30238539,4.280552635,-2.563179412,3.498253231,5.78668287
28251,middle,10,1,1,nPCollNoShock,53.6386593,13.47376226,34.47006015,11.35551838,20.32309677,10.1257346,-12.36800743,21.91549762,-9.341984647,-5.478329121,1.432665326,-41.57669737,-41.6606694,-13.12635173,-61.61215906,-39.65451152,-40.57532851,-39.46811776,58.50518335,27.74338399,13.57124935,57.84071029,14.14044662,-11.48549751,21.63040304,12.64303607,-16.86831628
