latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,middle,1,1,1,nPCollNoShock,64.62464765,-24.31101702,-56.14771728,15.43679681,-35.41569809,-44.17878531,-25.02258887,-31.44392014,-28.48649839,-14.01410949,-44.23899545,-63.44202447,62.06793251,53.84068289,3.458503193,73.95073723,36.07764722,31.74696423,119.2845658,5.870672895,17.18691709,104.3178053,41.46544919,103.2773195,69.1494379,0.808544341,60.9060234
4251,right,2,1,1,PCollShock,32.82907931,-18.54747754,-46.28884486,21.46409727,-40.67857016,-47.10491824,-50.74075793,-41.09074479,-27.03982377,-36.1106881,-47.40662042,-66.32029816,4.896767864,-43.73335999,-21.33012046,-8.180673795,-10.4535114,9.423878543,9.831361637,-9.903050188,-26.46196947,-18.78796465,-29.49085639,-2.505713196,13.34754689,-11.4276119,38.19552466
7251,right,3,1,1,PCollShock,-7.605224193,-9.699285234,22.35934122,-3.157662301,-43.47496932,-46.72239453,-25.08940344,-39.22788481,-31.43421823,-51.90858891,-47.78045731,-38.78129244,-47.1325278,-56.4199578,-48.23304524,-30.92247199,-36.74384884,-24.06688426,-4.282853215,-23.07268088,-18.2873998,-8.353849983,-42.80966694,-36.38508208,-7.149135047,-21.82682492,-30.11876372
10251,left,4,1,1,PCollShock,111.3432492,50.76648874,46.95034015,-5.057771041,-26.54677822,-17.66780449,-7.847112969,8.313075391,-0.51974232,24.17239466,-14.17546544,6.969825072,-14.97595667,-39.67933514,-29.11098359,12.97676694,23.65681162,-0.935424074,-32.16215713,-11.56287478,3.435895233,-5.945246041,-30.70319642,-13.19153401,-17.9673831,-20.21470332,21.56842851
0,left,5,1,2,PCollShock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,middle,6,1,0,nPCollNoShock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16251,middle,7,1,0,nPCollNoShock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19251,right,8,1,1,PCollShock,-7.622915829,-49.35010914,-31.33941044,-34.2325408,-29.33524753,-27.88821868,4.460618905,104.3821444,30.73146503,-35.43824442,-51.01475603,-58.75630833,-2.491289214,-5.532253922,-13.81294463,-32.82372734,16.69070683,-19.69859256,-32.28786305,-26.75598941,-15.81503832,-35.46495969,-14.87613809,-20.76808326,0.86181192,23.82381211,-9.687093746
22251,middle,9,1,1,nPCollNoShock,59.99249904,23.55850966,1.908005948,-20.81344126,-41.08875898,-53.55665635,18.75326235,-52.23416219,-48.97445458,13.97778553,7.546302332,-17.34940228,-54.30965731,-45.03516851,-59.38225338,-45.45628513,-53.2797107,-53.28600573,-32.23532367,-26.13900237,-23.91939801,-21.921426,-32.25750505,-40.37943252,-18.07111146,-29.24058581,-33.47671418
25251,left,10,1,1,PCollShock,29.54921425,-7.052148682,-3.184526065,-36.50940599,-42.45119455,-55.0722953,-30.32971246,-35.77586591,-39.17054136,17.67859247,9.828040876,-22.10701619,-14.78434398,-35.20870458,-37.23585058,-1.752990013,-14.38578495,11.8147063,-13.10385395,-4.534719679,-26.55908243,-19.06737077,-8.947047715,-13.62717322,20.25042274,6.008550407,-10.296301
28251,left,11,1,1,PCollShock,32.03811549,13.93965194,-6.736309975,43.17661469,-39.39248038,-13.90747478,-1.178660442,-16.58987482,-17.39256325,-23.37101042,1.053098542,-40.81157803,-27.37264291,11.58707173,28.9826101,-3.853191614,-29.04742413,-15.477846,-19.96498857,153.6615712,-18.67240888,-4.280706755,226.9658351,17.71785248,16.46912459,14.35240038,-11.31360006
31251,right,12,1,1,PCollShock,66.57626827,129.0471371,64.37252923,3.983700267,0.367706678,25.68578512,-14.40585543,-7.401706674,-5.523837478,1.827968266,48.54328496,24.7319647,-26.68023143,13.45670872,29.91293088,-39.61872745,-30.68060812,-10.01092212,21.82085546,-0.244850022,-4.987346402,-19.74858062,-4.540408785,-5.488028422,-12.69014693,-33.95530909,-21.60206783
34251,middle,13,1,1,nPCollNoShock,17.06985861,-27.46641967,-32.62190725,-19.64931329,-61.98483459,-66.59004218,-18.17360214,-52.95264843,-59.03777052,-12.29763508,-57.69288863,-70.85609793,-57.82711983,-66.56857537,-64.55711618,-27.84624354,-33.66915063,38.24208761,47.66277681,-35.31363434,89.19278288,-3.680615636,-48.13818005,-21.59952256,-31.97828714,-29.38180212,4.942077093
37251,left,14,1,1,PCollShock,-20.53775681,-16.02088559,0.131112039,29.30542115,56.43465518,4.748119576,39.52533091,-38.8368489,1.508327353,-50.7536667,-46.10015417,-56.71144754,-18.54934885,-29.09039872,-42.89570919,-22.1279392,-44.7176728,-31.7125121,3.420796118,-17.95777328,24.91551195,-19.83298266,-8.327159471,49.12101752,0.827512575,-24.37330202,-1.420143152
40251,left,15,1,1,PCollShock,-5.770978291,-44.51729126,-51.90523683,-10.07440666,-44.24752462,-42.61332918,-12.28570384,-35.89173801,-44.6614493,-29.04521855,-39.56652468,-26.63183899,-12.54266293,40.66680519,63.09833886,-22.41763228,-23.18408238,2.074424022,-3.918530877,-30.01558033,-2.349788498,10.0876333,1.857879421,31.07516824,-9.204239796,-25.99725022,1.57810948
43251,right,16,1,1,PCollShock,39.74904714,97.85615022,8.556384036,5.526918592,1.761801392,19.92800178,-5.105113032,-13.79236406,-24.93162088,1.643084038,82.025392,1.516950379,-53.66168391,2.711553768,9.353100794,-43.4518643,-41.25012245,-37.91009146,11.67849826,33.73388356,3.191064933,-11.94012577,2.498922237,-23.71023303,-1.489213284,-29.06436133,-43.29737007
46251,right,17,1,1,PCollShock,83.41160097,8.143232507,-17.38145457,281.2249398,1.011775375,-53.96238724,-24.32048369,-44.47801624,3.830733498,-10.72630074,-39.21062591,-32.24915158,-38.49788379,-55.53423677,-41.83673784,-32.0466575,4.770321981,147.0431607,30.31270835,-24.81036761,-41.03163033,24.40900554,-38.26023217,-31.99198589,-22.23208786,-36.38634444,110.1474724
49251,middle,18,1,1,nPCollNoShock,-15.24617227,28.14460595,-12.85558819,39.22126065,34.57453859,-0.802545515,75.91771066,36.55914661,64.41603266,4.465057036,16.84837425,56.71401706,-7.589749056,23.88159039,88.34775948,26.76965792,-10.07227846,71.52666669,-3.190627924,-34.44146921,-27.38099165,26.11539152,-14.80885653,-5.754977097,-15.56001122,-23.34604078,8.535089302
52251,middle,19,1,1,nPCollNoShock,6.19532604,-22.2343646,-27.40825754,26.16829129,-16.4668936,3.673551051,-15.84592092,22.04594391,27.63270249,-27.02084209,-36.89387948,-56.08022841,-17.66823618,-16.26595173,-33.62438803,-25.42413699,-2.060868266,-13.38282174,-28.74288441,-30.89764569,-25.29688891,-14.07014403,-33.4691105,0.486348834,-25.27288761,-12.8253259,-2.549652939
