latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,right,1,1,1,PCollShock,3.24822755909978,75.4050726887863,36.9590479697935,-26.3158764789872,-16.0416618774112,4.47928667311411,-15.307719718614,-25.2205383950138,-29.8011125686205,22.3322663751602,23.0786612628976,13.9368721178505,21.9123621345655,-1.57768887222279,-32.7094367719461,48.9605767933909,39.298031153757,-37.6231694951051,45.8342929568075,73.5461439136888,9.38049413830871,65.3165259724367,48.800377973528,4.2134065855983,14.3492223308424,25.2335834239575,-2.4324689107921
4251,left,2,1,1,PCollShock,41.6735091768605,20.8644135710677,28.377555115889,25.2978768931707,5.64468448871114,-3.78068500415926,1.4693630446262,19.2227227589206,0.197696924069771,32.9960795465963,24.1214346853157,21.7187929697348,9.42300001291881,32.0244504645468,-10.5418268011459,-11.4109096519575,27.8333391472652,6.3972280180665,15.4687250128682,25.8099179979445,3.57436144876846,40.898256377704,49.9987219935623,7.66064539022106,43.033204536767,-2.49901686225432,4.67856398271393
7251,right,3,1,1,PCollNoShock,69.4775609721444,34.9581788631995,58.1179720421781,-4.16418453060329,-11.660293656767,-30.5215742532769,-23.2390498500636,-11.9739099445948,-10.2992686182222,188.56939852162,42.6350639117443,13.3948885463532,1.47776605910326,15.6958482207453,-27.2027388733438,12.3383049539847,-7.06255358699604,-7.72058890041067,37.9511710050021,13.6495905447411,1.51165470157663,-0.644123668753,16.0523635488335,-13.8314981061572,50.126754727239,30.3083795948707,22.098462662302
10251,left,4,1,1,PCollNoShock,75.8820442550946,26.3822517799649,55.7935247177496,34.7247460058857,49.5419587603688,43.0460081079308,23.8616372295907,15.2359443835562,2.59327250167793,119.294099845153,61.6411476802081,53.378578384658,38.754006007777,19.1083783989898,18.0489486770805,17.9914890151564,-0.897983066135521,1.01202817629651,75.8197243911057,64.5196817712777,11.8189606291174,63.7549617640066,29.6381656083172,25.0936715697676,32.6265679541207,46.276287391164,24.1583760004003
13251,middle,5,1,1,nPCollNoShock,28.9204104622515,7.98260200183718,52.7540874676836,20.7017794741213,1.0396425124425,-1.92410265574139,23.5812300519209,46.5063922154946,23.1632366675905,22.3404552375266,26.3511259888206,20.6057927028459,12.564990428457,7.54531892532601,-11.4370130764754,34.6343671839824,18.5582227823571,-4.26773795320452,73.5862242576547,23.1477284397504,-9.28367863287694,33.9451498595138,14.2927205349402,17.6439410054667,8.73479123926708,6.10222795473811,-13.3717437393619
16251,middle,6,1,1,nPCollNoShock,19.5243051873264,61.280073533665,42.5543356967218,-19.0235193012013,-23.6356095243024,3.84108971167341,6.77865215017638,22.6601745836532,26.6376907908482,48.7448448584356,52.7067594862319,-13.8068149931302,3.3299305385092,13.0202249908845,-6.99704381044458,46.3102629374469,48.6278412102698,7.00981411239016,28.684475318732,26.5386942361703,-5.52352544882603,15.2602601922531,10.5955679045445,35.0654959207999,12.2037798678754,13.0676518056307,22.7146187074295
19251,left,7,1,1,PCollShock,73.0320470503811,32.3828757946159,74.8232543416135,68.7595331833324,2.13713106168127,1.82593895955633,-19.8164601438076,-43.1337463283331,-16.0376255928864,38.1172107763621,36.8049646024141,23.9440383644676,9.62173074411302,12.5346167225829,-16.7236843000784,-8.28719941733243,-5.88631473209475,8.62492617689891,10.8170524628781,26.990358186285,9.62377074794724,7.66131706384224,6.90735778112157,23.5425360443404,37.7159990223182,49.4402227709203,29.1621725174707
22251,right,8,1,1,PCollShock,-36.4722407432195,-26.8984167072161,17.8201725327487,-10.3688591359654,-0.684645092254308,40.6289866734322,5.25351996692938,-4.85534024438183,-13.5753826972775,0.152043176969319,-11.9322377466316,-0.506750086453334,-17.9380311449242,-12.0639083566408,-21.6390668494737,-11.0495579887066,-12.7473752353122,-26.936171044797,5.69503496493018,23.0677355290538,-7.1410169171614,47.1249211159392,33.1876291031542,3.676113087871,41.5308466153566,36.227548815233,-4.51539412990424
25251,middle,9,1,1,nPCollNoShock,38.9158907371046,-16.9607628778833,73.1382956252704,8.87993050600849,40.727159121822,28.7944505416033,23.5430562630162,62.7657922737542,33.9999130599114,41.4164724238741,1.93777457626122,40.9490948732362,15.361363568293,7.02243992709778,-6.88140200430924,87.118126866795,41.0679636753318,23.2168783316763,32.3819862269381,28.5565664801331,-12.3076318556799,42.2103253564805,34.1334750167776,58.8853555042505,28.277735876793,32.1106314929856,15.0255819799173
28251,middle,10,1,1,nPCollNoShock,130.281899575522,48.0788210169648,86.0618450802182,-12.8159456360236,1.16773337658253,18.2354893718476,-5.09749142441361,-18.0887512936201,19.9288321741069,17.6164814721021,16.171843547738,25.1756600638105,-25.7159888414382,-2.61035845771014,-17.1284846211653,-7.96973434336621,-13.8503012939073,10.146622946722,51.0914139353346,23.1155665163734,-5.04076195305332,8.41074583903158,18.1996560787159,6.27244034944785,3.39859918145074,18.3039389573503,7.32300878596944
31251,right,11,1,1,PCollNoShock,67.0731137935967,42.6164363850242,53.3710636642443,-11.3706351541852,7.52199536851965,13.2815447603485,-18.0200276854065,-18.3431065227811,-3.75404691827847,36.6552733594893,41.2324301023077,10.2183982441786,5.29056732724749,1.38280609417127,-21.2723196205086,1.50486708838929,-38.6254846504041,-0.0765251665433119,-1.44383566778207,-6.55668755242909,-22.4834731795751,3.64862179359702,-6.49342837781023,-25.826274955063,19.4383212493075,28.6827526086631,-20.5801189907339
34251,left,12,1,1,PCollShock,33.589394778674,-14.4000063895169,23.1116605072047,-10.6292737506836,-20.826708097436,-11.1893183415947,16.9858678097115,21.6837615805828,-8.25997798892871,19.78051621995,21.9106487687341,18.4130580279766,6.71751923553792,-16.6298330739315,5.90017618012344,36.832305494319,-6.41342963442498,11.5816704475112,30.4697456015502,39.9918678232856,10.4582824674083,16.0150952072684,11.2844404224994,11.7656827858009,18.4671130022924,22.5830759982644,7.52098351859195
