latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,right,1,1,1,PCollShock,59.35707809,60.37643823,56.23102752,13.38438525,55.06204935,9.528732235,7.652607361,55.16838174,29.01650443,-28.78606145,7.892882071,11.21149874,-14.85913715,40.94562404,-3.083257507,-20.36247342,11.83985113,-11.65573945,5.535484059,39.35164137,77.03219613,17.35359408,63.86037123,74.57654691,44.42454296,7.070664076,67.61668294
4251,left,2,1,0,PCollShock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,middle,3,1,1,nPCollNoShock,5.443055423,42.65302182,81.61436738,53.71387482,75.76504141,54.21435154,-4.705548493,24.07438456,137.2083986,19.03232596,46.21079577,28.46798829,-9.200260298,30.38302202,18.8514004,-9.706559319,31.04496485,30.15700623,64.33330377,69.5709375,241.0458955,40.21613951,21.10637451,152.3886439,40.96514181,42.65199377,171.6702992
10251,middle,4,1,1,nPCollNoShock,-16.99098525,41.25718995,28.39553028,3.043894498,31.32892603,32.61480776,60.3339129,67.24851918,55.37726493,-29.22745009,37.95042967,15.62388401,-14.90081809,19.55557745,-18.30165092,-16.11978883,53.05779022,-2.490865831,7.858472577,48.9234259,82.92426294,40.52951085,26.19109864,99.10304285,16.0385001,49.9222952,70.26965299
13251,right,5,1,1,PCollShock,47.20005743,72.17514666,57.89260327,59.04852581,42.79441644,56.40803934,13.56247196,48.2394143,45.703303,6.01185662,12.39535266,27.30026922,18.73207397,-2.764533141,25.38146707,-40.15713398,-10.95823926,13.04484012,22.71435941,30.13475476,83.86703825,22.32412253,38.56120747,111.4571782,-12.46310473,19.02352347,63.34171385
16251,left,6,1,1,PCollShock,10.31942872,43.658196,41.00402066,20.8423375,26.99151312,48.98522475,23.6671028,67.64163375,66.08430609,-13.13746922,32.70429056,-1.92697095,-31.17362257,21.07224184,6.591681904,-7.177302197,25.04024078,10.90244757,-13.22908184,2.958756572,33.64334097,26.73565794,26.10781782,72.89297638,-4.450183385,16.02570252,40.87930976
19251,middle,7,1,1,nPCollNoShock,20.23038591,18.00878539,43.82402654,-6.598539214,13.00047652,21.00739166,-15.04473066,11.09798031,1.455314194,-10.01751872,-9.287153456,-24.75384656,-12.61838979,-12.32401953,-29.82925748,13.52347742,19.06113287,-17.17842567,3.706990665,2.368803418,-11.61971005,23.91211904,7.71993782,-23.10160719,19.31240962,14.78737053,-7.963122726
22251,left,8,1,1,PCollShock,49.51631014,34.28493165,50.95542748,100.2586568,31.35619325,63.94744369,30.89406411,23.61482724,56.68931092,81.89338502,44.48167448,32.46982812,63.04991176,42.00252953,18.782267,8.246062536,21.57622281,11.39848761,10.99734742,19.40640665,34.61000913,-34.62896043,-2.547004287,47.26055734,-27.64572408,16.21098225,32.59738009
25251,middle,9,1,1,nPCollNoShock,-14.3762479,-10.36900036,58.83957489,23.53856511,35.64842993,56.53743497,65.07312662,13.62777668,100.6547564,-3.442953003,5.792825116,18.21961836,8.775587444,-18.3927792,3.318485803,-33.25419394,-16.08336244,14.29100778,-8.268153401,4.659809711,-18.5340332,-18.70573136,0.108851277,-11.92600352,-3.363725081,10.00103261,-7.121554921
28251,right,10,1,1,PCollNoShock,9.405731407,26.19771255,48.32175718,113.0026348,36.02837314,26.57105865,21.33570554,20.4340091,29.01302152,-3.782329453,-1.685222146,7.141369529,37.5719986,52.03105619,-0.391926136,37.87044019,58.91812451,39.48287245,-4.776474364,-5.875854969,-9.117500119,-19.23070312,7.661111849,9.569864473,32.71429403,12.67415455,-4.62907215
