latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,left,1,1,1,PCollShock,8.38621546,2.789197862,16.69808049,14.41589813,14.17903737,11.66771799,-2.323604836,23.29137158,56.51274178,83.89221876,24.55829137,28.22745258,61.27903597,45.23651987,53.79259846,38.24495139,9.734335429,70.43344361,114.2344499,11.6924145,13.88204229,47.80840227,47.00316674,30.41533966,48.71651941,2.807488209,10.86487548
4251,right,2,1,1,PCollShock,-7.411355685,36.15398308,62.40993697,17.09932788,10.0591536,53.61629642,34.08007196,13.77204152,45.0647246,25.04436301,9.090307144,56.58697737,0.645351101,-18.1372136,48.25932211,0.774678866,-4.042524339,33.41989414,47.260368,-3.097332205,84.89553233,33.70348444,1.801094695,63.24329601,38.72247627,-4.075343073,20.41825858
7251,right,3,1,1,PCollShock,50.06017456,54.19877048,81.34192009,24.80357771,48.59018478,38.08157379,-6.672475006,-0.671194462,46.69052299,129.8893334,18.48323036,59.96900211,41.58379572,-0.95620518,47.64815811,22.90740689,6.149363171,26.87388366,43.82440799,14.50362197,26.7004118,59.52199886,9.161268538,75.17347903,89.95790451,3.31131985,97.01633919
10251,middle,4,1,1,nPCollNoShock,-7.312017246,25.85815669,29.89581186,-6.493861885,30.00114274,48.749304,18.79179427,-0.010246695,-2.762402117,96.94893299,7.748418463,43.00082906,58.43050326,-8.257471551,30.55394362,98.0678838,27.9610516,48.51949188,29.96547754,-24.97850916,47.41190069,50.2466573,-25.1042967,47.82709946,27.59412084,-20.06492055,61.71792822
13251,left,5,1,1,PCollShock,122.7335873,1.534515126,16.83989123,6.470562764,26.92446535,-8.120377469,-9.744165264,4.429441675,4.389568636,43.86822592,24.66439207,14.01461672,7.368222503,22.2671634,36.58170524,6.70395292,13.83582299,44.43443943,165.6045147,25.54837521,69.85344635,100.198702,-13.15101132,69.19863167,124.7533306,-0.730975255,52.18420702
16251,middle,6,1,1,nPCollNoShock,-30.08104051,21.81760556,36.21256726,-30.39586626,-12.69945046,-7.253403524,-2.371106578,-7.347677265,2.217352222,64.88285848,17.33767451,26.88114013,-2.992311706,-9.907919072,4.842869069,57.03110217,-3.912429751,23.00063656,101.9993088,-15.0043667,17.40124075,64.42916775,-20.37398392,1.93321926,75.99092491,-7.659107683,13.29579206
19251,left,7,1,1,PCollShock,26.74606811,-12.56496531,55.55569088,6.872070047,11.91405223,19.66110913,-9.371648631,-13.61911247,-1.093245592,86.78299328,18.10069713,42.24289825,74.5718452,9.270283125,19.10394693,-0.298296752,1.297623495,52.59286667,36.32903174,-14.62221613,-6.014711325,57.45217048,-3.413120906,10.93256627,155.9606273,9.742548728,45.4026586
22251,right,8,1,1,PCollNoShock,20.97687933,35.07491351,73.87516807,-27.67837919,15.83468928,11.19918197,4.89901786,2.618484788,28.0613975,27.49989861,14.66873615,50.17095037,56.70850869,-10.58883895,45.38560324,44.83473485,-3.904365631,44.48514582,35.6791206,-21.58326337,31.99937967,12.93612944,1.403441876,32.3984907,3.803926547,-4.167451347,56.45824073
25251,middle,9,1,1,nPCollNoShock,41.22433637,1.859684725,34.87821444,31.50834899,-16.35075709,33.43020501,22.03139588,-10.2864295,-21.74613141,-11.25237127,-16.73035262,32.46742477,62.85036799,-1.016612712,50.50416256,99.8894544,-0.00848193,-14.10876359,37.43357668,4.286700075,35.65743805,15.74896798,20.21026393,65.88928598,-18.48809386,-28.46768335,-0.796478377
28251,left,10,1,1,PCollShock,54.68845707,12.93171987,41.54797866,11.60727866,26.53379984,7.42484937,19.47945198,13.69086213,27.47660361,-6.73564567,0.650190716,-8.228574938,105.9489431,-7.145438956,-20.64924378,130.8959114,4.462763144,0.247409581,87.90426522,31.71402339,10.35014548,4.093974426,56.65924567,-3.829863283,-13.86262152,-7.574059631,1.791913403
31251,middle,11,1,1,nPCollNoShock,-0.610464856,25.35919989,55.6019433,42.83906446,-9.594716739,-3.217197976,30.88105777,-18.91457305,-23.66997672,8.12692723,26.02453966,-3.095722704,44.38252177,-15.16923874,-9.88468269,3.533807741,-8.294638851,-7.848763931,-21.30817379,-1.246732303,-8.981271097,-20.17949898,-16.16933369,-6.072199148,-32.63020397,-36.05580408,-0.807323454
