latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,right,1,1,1,PCollShock,-29.50437375,8.282245705,123.1528316,-3.003360334,34.37570365,23.63497123,38.47739589,-12.29288498,22.25870813,-5.211349587,150.4107512,127.0857718,81.01512009,347.0465001,115.7418912,34.15624335,35.07140773,27.50528104,168.7723998,287.9784626,597.0013648,105.1724735,147.8135483,381.4658938,63.51292057,70.34188429,301.172581
4251,middle,2,1,1,nPCollNoShock,8.309577547,-8.780105658,77.88679726,9.31441643,17.94151633,17.52529998,4.074281398,23.16370624,-2.155006037,-17.69993988,9.6508297,64.43201084,14.20645771,43.4174503,46.90080597,-7.830365289,25.70814546,47.93957996,37.42557098,80.56642937,126.0937873,81.27832335,67.32802424,142.169631,25.31376363,69.2526323,115.8313719
7251,left,3,1,1,PCollNoShock,-22.56082103,18.18987771,39.13001367,6.160047699,22.64762246,10.45604958,60.95649439,39.32563414,76.99295411,-2.186587507,-5.682575362,59.41258912,4.05611203,-6.083492219,50.1456755,75.18562255,7.480217094,74.7090535,86.06116707,89.08557366,142.9557634,7.176330152,44.14296776,136.0459883,-0.306876543,44.51540056,111.6298692
10251,right,4,1,1,PCollShock,30.78275641,40.83161671,38.19869565,19.14685978,69.85578135,82.54488566,38.68256,75.39893686,21.51727257,73.92450885,20.27789014,59.02591149,5.061513653,11.60304295,57.8536939,26.41620004,8.293327622,12.51465427,14.26653021,34.73937116,74.99717603,6.575405508,15.07657496,70.5828647,-3.348278336,12.37370458,87.21529151
13251,left,5,1,1,PCollShock,-9.188580352,-11.19884788,39.50720288,83.47337177,8.286490229,46.2895488,70.53991089,1.837867297,3.911327387,-31.88559207,10.92488987,14.4353656,30.97728834,5.61546397,33.61801061,-11.57048765,-26.59757737,2.272150402,82.52894519,21.87027443,39.41925373,63.62956827,-2.712823627,36.72523255,72.87463991,31.12550745,44.24020246
16251,middle,6,1,1,nPCollNoShock,8.314663732,7.560277524,97.10776101,35.363044,-8.033301904,-22.95989991,14.75891078,16.53685292,-0.570006506,20.3163257,6.152029976,56.47635644,-20.07385939,8.425841363,2.55726315,-19.31971957,34.83424228,40.53977792,10.69599466,-12.52219008,35.36704517,-23.47811546,-9.340470252,-5.602167055,22.22712504,0.065859682,-1.693066887
19251,right,7,1,1,PCollShock,-32.29056248,6.943464217,-15.84669141,-12.04355091,34.6817231,4.216871179,0.717537784,17.65077329,17.45797833,-41.58171839,-0.947632728,-17.45203517,35.39609206,12.98246409,-0.185217073,12.73130304,18.60341171,-5.504000681,-41.48969809,5.476886116,8.910735472,-14.46218076,2.453233187,1.46845254,-3.878655654,-0.098789889,6.714281307
22251,middle,8,1,1,nPCollNoShock,-7.712809171,28.29403924,29.1572345,-7.089364907,-7.598238973,-9.466364268,-25.93748906,19.18436779,-27.95987656,-8.825488155,40.02850689,13.96153535,-15.6056132,9.995589083,-0.089859284,1.160836264,-3.020013607,-32.18077595,19.71158448,0.904562784,16.83051397,-2.193670376,-10.61068944,15.11317061,-5.023638749,-20.93140927,14.87135381
25251,left,9,1,1,PCollShock,18.74970508,45.13104014,69.91559148,36.34999849,51.31026029,0.414088432,8.023799146,59.18176679,18.63897357,113.0766198,7.664324358,70.18108495,33.11287297,8.78124155,9.738230729,10.2856287,34.75839033,29.92064732,46.93665349,16.39423874,9.265565756,15.32502222,-12.16765362,-3.29062198,20.04756494,11.89494235,4.017703281
28251,left,10,1,1,PCollShock,34.13066565,10.87366265,33.97731818,34.62606362,-12.12877112,2.385893391,7.214707047,-3.748677998,17.39042693,37.16580642,-19.89499863,20.67871609,4.405281004,-9.238975301,4.233225648,-35.19272025,-17.13325879,-10.49247255,26.00253163,-14.45605254,9.947581663,1.718280087,-0.805633185,10.41688366,-12.97889502,-0.117385382,-0.924304946
31251,middle,11,1,1,nPCollNoShock,9.870873628,-10.66997571,6.138921606,56.34455185,-0.419700629,10.87174052,2.903317623,-5.549799253,2.849103684,4.816780083,-14.86952648,-9.298596364,14.38692328,-2.91567485,-20.90084767,0.555575142,3.670294038,10.84918696,11.7022487,8.702004745,-3.878350443,19.7647497,63.33013522,21.30074279,-11.6296044,0.331885921,-3.003313304
34251,right,12,1,1,PCollShock,91.89550994,48.97999975,63.11812527,0.971387806,33.26015692,16.34591059,-25.53365204,-1.65284821,82.63989734,43.09836314,-6.840002201,46.45455353,-23.64719417,11.40913372,-3.370530408,-15.82166208,11.79932588,76.82573215,21.61345647,22.82909907,4.101728819,63.45801722,21.66143683,15.28507951,53.42552725,44.14771204,45.33511436
37251,left,13,1,1,PCollShock,-33.49129461,-3.427638918,29.27514614,-6.851228582,-11.12355278,8.67878547,3.140773809,-7.885375783,-25.93208849,1.592678413,5.567338682,-18.39491302,-39.81470974,-26.55176532,-24.82011133,-41.37071598,14.30035901,-19.94925358,54.6881009,28.45052807,7.714914664,17.90453144,12.77533927,25.4587534,46.57314697,15.37784054,2.072556455
