latency,type,epoch,Block,Include,pain,Freq_f1_t1_el1,Freq_f1_t1_el2,Freq_f1_t1_el3,Freq_f1_t2_el1,Freq_f1_t2_el2,Freq_f1_t2_el3,Freq_f1_t3_el1,Freq_f1_t3_el2,Freq_f1_t3_el3,Freq_f2_t1_el1,Freq_f2_t1_el2,Freq_f2_t1_el3,Freq_f2_t2_el1,Freq_f2_t2_el2,Freq_f2_t2_el3,Freq_f2_t3_el1,Freq_f2_t3_el2,Freq_f2_t3_el3,Freq_f3_t1_el1,Freq_f3_t1_el2,Freq_f3_t1_el3,Freq_f3_t2_el1,Freq_f3_t2_el2,Freq_f3_t2_el3,Freq_f3_t3_el1,Freq_f3_t3_el2,Freq_f3_t3_el3
1251,middle,1,1,1,nPCollNoShock,73.1564490181134,101.032912888114,96.0402395487059,41.8452550349592,60.8858563913642,118.717404331094,49.2170230939029,23.4152173115163,29.7678628780807,47.8492705673223,25.8851845911086,103.384503777004,7.66922465232387,21.0623967843172,65.6937006417843,48.1988167908385,35.9548309611344,32.7027710582275,1.33829943763945,46.7456923045637,126.263196338479,116.477275675341,62.4378858404933,85.1282075141009,89.4705260730966,43.4765318386754,67.9220575805069
4251,left,2,1,1,PCollShock,110.346891030506,98.2449310417682,65.8877485212815,-40.4279158197629,-2.92159190226187,-22.2120532085512,-26.2679111481261,-7.95466230808928,-27.0470784663688,22.8437991819152,22.5235207801802,8.75036331124328,-41.6985936360982,-27.412680573321,-28.262969057271,-9.05713843977484,18.45504013465,7.32855728537339,2.09330283451996,21.0827672265453,18.1745247973601,-3.64472458621537,66.3358892638533,-17.3796542014761,13.515394414195,37.1797338864015,-3.38868823598056
7251,right,3,1,1,PCollShock,88.1347389461378,16.4559143000817,32.362309266284,2.33215221495426,15.6026258950681,47.306795676484,-8.19990066536222,-21.9179835648415,13.7846965896309,26.806302150881,47.0903399526983,-2.74603459338411,-13.2647235610835,31.4110910177004,40.2442360948038,-9.89974296504577,12.0183736445551,-11.1749025711695,52.2963298997457,99.5551659212138,10.1765466246652,0.0177585406182169,48.6261248663921,2.47060512149395,-4.00102683791714,26.1242100805478,-5.06935775799719
10251,right,4,1,1,PCollShock,-14.1558119870118,94.6753745632973,33.3936461013688,-9.46013890981856,13.631454458774,20.7875989764644,5.57689097655887,11.0300308051514,-0.864081349325841,45.6927254014156,66.1214721845369,-16.2452285024641,6.180502639491,33.1750782432411,-3.28156536967044,-12.7827861376387,22.0705409569503,6.59796797401565,39.2282463640884,70.0542366392499,14.7716558513394,18.2337875317514,55.6745685643549,7.41845623648534,64.6005851772581,70.240535133167,-19.9883678072764
13251,left,5,1,1,PCollShock,-7.69460846229305,37.9987908351406,53.3952816207998,-19.1245964448717,37.9615062283728,1.28932604732489,-4.16449077270071,15.4845516214791,3.20669382507577,36.9120481510067,41.650588508746,18.1216530232215,-22.649730323644,2.42633730675825,-18.3606620550476,-16.4605960488088,1.08590378879672,-15.0826567334767,13.1618662814214,54.7144212682354,2.20196705804078,12.032827106273,58.8788779134547,-3.45819603362892,-21.9849960865859,20.5698354858267,-7.67270469195406
16251,middle,6,1,1,nPCollNoShock,-1.76769739891393,17.800018055319,31.2749491665217,-55.8479432630888,11.81078587671,5.10550061284554,-39.4381871745844,6.36100065116349,-15.4515456502162,-15.1513060610217,12.931407281756,-27.4331295461051,-31.8583047777186,7.28596087945133,-18.5781961347652,-24.3320727135894,8.1137396096037,-21.2865893467124,-8.37153859400118,18.5993672686309,-15.9726802737574,-16.5372773972416,-13.5032600005382,-30.382468584592,-11.0443288327541,-4.25997290588232,-11.6665422633293
19251,left,7,1,1,PCollShock,125.616242001169,35.3029516598683,3.91968416275004,15.8106118209031,26.3759568175423,14.1295003262072,27.1727462288674,22.8005771037505,19.5999249076085,-0.722912205587007,14.0932112241068,-5.92059635639937,3.1349665025843,3.92598853290273,-4.44972950356243,-14.8048606688537,51.6706770573382,22.1101349215927,-39.2376983598387,28.081360257598,-8.2325675074251,-28.3877642528163,29.5729567401006,-7.99019979583298,-38.9858639578884,12.6644445743783,-22.3201687154387
22251,middle,8,1,1,nPCollNoShock,64.3661056960404,62.2081264227661,75.1362922172742,71.811126866699,4.53095282690922,38.5248677794795,68.5665088828591,8.5402983838538,3.56483757784798,9.79352505111233,91.9514511563734,27.5915518055328,-29.2421680230216,-18.7325174599011,-0.31533265970735,23.8996100760868,-9.09139978816417,-12.2155330693066,-29.1818707765921,2.40956427881205,-8.72375844606461,-12.9959996331241,17.5557587188552,-14.7852218101808,-30.2386308824081,-17.0104339590798,-28.5123301234885
25251,left,9,1,1,PCollNoShock,41.1561455601495,24.6445607089909,18.2755311977504,29.0146508675234,17.0703023414285,-8.84214673901976,14.7945267671963,39.6208437564458,20.6990296473522,34.1240730283157,-16.5763802831231,25.7182739651287,-12.0755691845953,0.0637033650624953,-8.74039042256882,-14.1814795485513,-14.4670578302443,-16.2037733178284,-33.0929034313746,-29.7795870987732,-6.59833422792082,-46.1617570242131,-27.5332290198599,-20.5010093805164,-58.1945124092044,-52.8788431845674,-29.350748173769
28251,middle,10,1,1,nPCollNoShock,60.8930653946897,0.147132728085002,17.6085627069207,-19.9727045844875,-21.8083809561793,3.39009158525438,-8.25877894356169,11.2183273919461,-17.1784044808474,-18.4518146861492,1.10063651907556,-18.4611201709971,-32.1113384142531,-14.6345504656885,-19.3434256228889,63.3866097930568,34.1406646380199,12.8614762412445,-47.0257466617225,-26.3781094619153,-14.1079711920738,-34.1521678859235,1.71803614175827,-16.5633523950889,-32.6896479751702,4.29639021961617,-15.871756545358
31251,right,11,1,1,PCollNoShock,-2.45266348133545,-21.06550831894,13.8788688064649,-34.9447637417099,-21.694524134822,-19.762412319218,-48.5813500231004,-14.9305578810661,-32.001423222466,-58.2839010684995,-30.2758066332558,-18.4191818765292,-49.5202172941634,-22.3704733648069,-18.6462161395698,-61.033595227286,11.3775786766819,-16.8098861861597,-49.6681570046037,40.6216622705859,-17.4321059882424,-40.287601803868,20.4468179937644,-8.32625832069369,-29.3422330801592,-23.0636578279613,-15.5174835024538
34251,right,12,1,1,PCollNoShock,8.00915082762247,-16.8401912107586,1.95126371903925,1.03493191128746,-0.888080759907962,5.26822393844344,-7.39262910769804,55.2243301620618,32.6336433184707,-42.8805585389682,-9.67731991071082,-5.25833931379474,20.7537049868101,-12.4439895761345,-16.4697647135364,1.90222962785877,34.4007793560003,-12.8653409480244,-22.3211411161279,21.1519073210046,15.8230309167581,-24.5128468291884,-8.59719094863039,10.4167441102404,-22.2138714826565,-5.31451488131915,-8.11409399394968
37251,left,13,1,1,,-4.86574076448934,-1.59670669020092,-0.189418214942045,-26.6206223454996,-7.78947927893288,-32.5559812668868,-31.4789301106465,-12.9647566964122,-32.1736552483329,-16.0557042724419,4.35664442967008,-25.0200246419219,28.3138120027361,30.2458372294734,-9.75440467516655,32.829845990261,35.6844769764486,9.16951279023299,26.0542524620074,22.1560825460448,21.2558056955813,-6.88970873584236,44.5579234940698,71.1272003781763,46.5679307403103,45.6313617238256,30.8781813700692
40251,middle,14,1,1,nPCollNoShock,30.9021959021561,16.5070365904562,-2.59630572470451,-27.0098765636521,0.791079689632338,-29.0107721949819,-14.1010944636303,9.0983774086391,0.745787703633871,9.35728898622443,21.3341110023788,38.9207859330117,-32.5353602149196,-4.86134333569206,-7.86032540371429,-19.4550542078842,16.4479011747274,39.9315133697728,-7.88833137519486,41.4620701415724,24.3933136970292,0.0780621878426791,60.6988231800208,31.14142731561,-9.68166444064148,1.09291328996687,20.1685314783515
43251,left,15,1,1,PCollNoShock,201.707226047427,76.098341524881,0.378060036023674,87.6389949321016,64.1506955119045,4.39753560184784,15.2961063838973,33.788796421846,-13.8493909634072,7.07808695222715,0.195196492983495,-8.46083377657033,13.5099598501073,10.0723484260712,-19.2167311504828,-31.695459819943,-25.0747159906879,-24.1402625652841,-37.931951659277,-28.7780984689411,-40.5813082218634,-35.1919025407225,-41.6787459630528,-25.713856155291,-41.9443866619426,-4.23920796601884,-16.1032247007536
46251,middle,16,1,1,nPCollNoShock,24.2283582240816,49.2204109094724,-13.88460913905,-28.4606765667064,6.88722662270366,8.95261103867507,-19.4302908248235,-11.9753224031248,32.5067886801328,-22.6545365961267,46.9189830814169,-9.88758979281735,-24.824246763421,1.25355266990722,7.89898555044266,-14.4838263957272,-6.6382687084305,7.27661844116399,-29.1104937867151,37.5907158608219,19.5901456266986,-31.1290974181038,-11.5724031889214,-20.8113683439471,-37.1757405128295,4.55888966580777,-28.0480600769009
49251,right,17,1,1,PCollNoShock,-38.4247689214909,-21.0010639299742,-5.34679583577604,-3.89381806498244,0.259265262486292,-6.89805882967619,66.9306166210933,56.376542470621,9.11129820296926,-50.0810454584183,-35.2928235047326,-13.6316826889775,-43.0712380859169,-27.3672716619058,1.86422317151702,111.57059149966,70.5395601179765,47.7684995305141,-30.638724955409,-30.670554353294,-20.8917752864713,-13.9749303810638,-16.928421211073,6.82934336421594,64.8685513882724,152.633011466621,73.1434082971251
52251,right,18,1,1,PCollShock,23.0174248009568,19.0840622163913,2.87184651147526,-25.4980096777224,-7.86066485805023,-22.6456210054781,-57.6917887778353,-0.930141208218868,-8.73198973059718,-5.06115987048617,-6.84294803627502,-17.3151163781819,-8.94698840706452,-14.7569942404121,-31.0367682860396,-32.8819304667622,9.22629276788553,29.5621078832925,-27.7716045528258,-14.5072395439788,-24.6477661101011,-3.1473892212881,-4.25971929538854,-8.99761869300407,-26.3869807437528,22.2529584397757,3.94058372150972
55251,middle,19,1,1,nPCollNoShock,2.04220472845414,15.3742250238327,10.8790826452049,-17.7456703174855,-19.2068399248454,-12.9286732291101,-19.8187504150146,22.0006614496908,11.2225314908367,-0.530431095617849,22.9183339145367,27.2944206472204,-9.30360792351089,13.9882410124371,30.2269131262147,-6.26552705115876,20.4708973790686,12.631891719071,-25.6334967944516,47.0296423295879,-1.37230773564958,-34.9766494270354,26.068603425851,1.551426228758,-21.5450159080608,6.08122905030816,-2.21301616265985
58251,left,20,1,1,PCollShock,-23.7074765753963,-8.4418360064985,-14.1215382908932,-24.7365716789217,-31.6215595758039,-35.1960154748029,-11.8056370931618,-21.0855937689676,-35.3693249699026,-43.206224389539,-13.0381688810335,-10.462256059734,-17.9390148631544,-9.8555019622107,-25.9815239072277,-12.4956613029976,-15.2421196481296,-5.71310831994703,-25.9742013831527,-26.3760279765249,-29.9451939214798,-39.3290062413529,-26.7844498324768,-14.9765840854607,-46.0631291862011,-23.3952761029597,-12.2044134767123
61251,middle,21,1,1,nPCollNoShock,-26.6442280616382,8.20470822820181,-8.60410872508677,-27.3655897088929,-19.2740726682667,-6.89220315979465,-30.4714267451651,2.27501472563378,24.4348738997875,-18.1722234934751,1.21585383779447,-13.8420803627212,-45.8850741655043,-12.0407392911891,-27.4494056802047,-43.8806028934704,-7.88730881367181,6.1706288461643,-14.1983989052725,-10.941378666894,-25.7121477150148,-1.96572682669574,-0.131395773341218,-14.3617190789994,10.179649666452,1.424734921037,3.5382448563398
64251,right,22,1,1,PCollShock,5.83272989293193,9.99329516579855,-4.36822750626142,-27.519697200634,-3.15816980917706,7.8921388617506,-34.1401194145035,-30.6521246520886,1.1827808395028,-37.0559381791789,33.459888962244,7.42951378631242,-38.3276974168159,-19.8811560917432,-14.1573825558672,-2.31503599409961,9.64351438272496,10.3421163323732,-1.4630278618365,-17.6131268252125,-6.09132183450307,-10.3410588186051,-6.96220629260817,2.9047616462568,-18.4407141460563,-0.871862218049707,4.51066958356034
67251,right,23,1,1,PCollShock,-2.15315920977276,44.7157185952141,31.3428548215327,104.948386716071,117.791272460033,40.9904834646602,-1.94938679157281,-14.713174887906,-0.143556291538725,19.4176060077479,4.25888973774621,0.908831426893787,7.08058499488105,5.91897676494022,-5.80601294058578,-14.4508693955624,-5.76851028755327,-19.2541751663225,-17.7122986781855,-2.75113172856267,30.9145269844916,-20.6004826458448,-17.9108348846961,16.8919798571594,-47.4916059603413,-8.45037201059894,-5.02600226231425
