Freq_f1_t1_el1,Freq_f1_t2_el1,Freq_f1_t3_el1,Freq_f1_t1_el2,Freq_f1_t2_el2,Freq_f1_t3_el2,Freq_f2_t1_el2,Freq_f2_t2_el2,Freq_f2_t3_el2,Freq_f2_t1_el3,Freq_f2_t2_el3,Freq_f2_t3_el3,Freq_f3_t1_el2,Freq_f3_t2_el2,Freq_f3_t3_el2,Freq_f3_t1_el3,Freq_f3_t2_el3,Freq_f3_t3_el3,V,ID,congruency
33.13752744,-2.239681006,-14.34985849,34.45099101,-6.863105785,-40.45844902,-20.60343178,-59.4403322,-72.26825097,-51.83495337,-49.40583552,-74.47400709,-8.930556057,-35.88889445,-52.96892448,-14.91341232,-32.80140217,-44.93547252,0.9999990000999933,22,nan
17.68094245,-12.859775,-23.71552312,34.3081711,-12.32197051,-27.55455678,-9.121021131,-49.85513954,-62.18337904,-38.60111562,-71.71670697,-66.26653287,6.819628691,-7.201018442,-14.03751447,-33.14970345,-26.18431806,-0.596420499,3.333333333333357e-17,22,nan
43.93968205,-25.88970066,-34.50404472,-4.932148371,-36.75753545,-60.0451303,-22.21451324,-68.21231665,-82.39102503,-62.85016615,-76.35317689,-73.63114753,-2.210849135,-32.32893348,-54.90115943,-17.09999062,-27.69640152,-23.60328395,0.009999990000999942,22,nan
-22.40693238,-15.04536028,1.022478148,10.90922598,-17.64748316,-22.21911494,-20.31190837,-26.19878879,-72.09670666,-58.21628935,-62.15568785,-66.01629775,24.93730462,8.538784896,-46.57977933,-14.86979221,-20.41047509,-21.29165542,0.99990099999999,22,nan
-15.88827787,3.916829733,-19.70651634,-32.81661623,-49.38105287,-49.43266355,-32.90060142,-69.58139409,-68.37464144,-28.80299285,-65.19809398,-75.55909529,-1.917639264,-27.89668595,-41.83469317,-12.04010881,-21.01172245,-27.41898566,0.99009999990001,22,nan
-11.77199113,-10.53933593,57.47271224,-23.90288069,-24.20420985,-22.00249151,-13.896183,-63.15126222,-49.98388709,-46.00938539,-70.22283078,-48.45604745,-12.85876895,-45.2052169,-46.93504438,-22.50222968,-50.18942902,-40.70066798,3.33333333333336e-19,22,nan
-14.19032016,-1.678230279,-42.72587933,-14.18739078,-23.97401578,-29.73559647,-9.423481393,-30.65492138,-40.14753445,-53.32930345,-58.17937147,-69.58452628,14.2732443,-13.19734578,-23.46987249,-18.65071484,-31.55750065,-33.82101176,0.9999990099999999,22,nan
-1.276198753,-20.7317307,-25.60242889,86.84879165,-5.297974067,-12.06935385,133.7543549,12.45328551,11.7173989,124.9918203,-12.49451688,2.804117978,19.76922656,52.3119814,-8.864714173,23.41426149,28.98379575,3.599905665,3.333333333333363e-21,22,nan
-32.91266982,57.30658727,-4.605652216,-32.54354355,-14.40321763,-46.78872529,-33.17330648,-49.64350698,-44.5444539,-43.37472415,-55.48676723,-45.86635031,-20.01411582,-39.73883624,-42.22106648,-14.34567811,-33.12488387,-36.01239626,0.9999999901,22,nan
-8.1708295,39.09575181,-1.135361629,-21.68825937,-23.42393553,-19.89871728,-0.058072986,-59.30033666,-39.86965542,19.07149702,-62.47443533,-2.162644443,-16.39854925,-47.90100007,-1.019952965,-16.24946991,-46.98349964,-10.64099312,0.9999009999990001,22,nan
7.459411344,-42.5237831,22.22246258,-2.584203872,-2.07419102,-8.850633394,19.04908033,11.12105927,-2.356600287,-29.18911991,-22.49546885,-6.727452457,15.65580425,47.00439428,-15.12827003,14.07858472,27.44917397,-7.303966341,0.009999999901000008,22,nan
-29.1366852,-50.44200506,-41.00022311,-3.662753321,-38.75080259,-39.41307729,-3.783079104,-31.44058558,-27.2193324,-36.71087225,-58.10269898,-24.4814079,-0.037169088,-20.95308278,-24.44644532,-25.87095887,-31.13141294,-12.38568626,3.333333333333366e-23,22,nan
-6.797571746,66.37735158,11.39657793,-19.66476421,-18.11408569,-27.44797385,-45.99185527,-56.61384612,-43.93715658,-58.03174959,-61.35463262,-64.04127281,-26.06344239,-36.56143928,-36.23943199,-45.64495152,-38.7165668,-39.4159741,0.009999009999990009,22,nan
8.928573032,-17.62694642,-12.76722149,37.65523262,-41.07655578,-32.46959186,52.59901954,-59.75403489,-72.85596716,61.16113896,-59.69302416,-71.86656584,2.366216949,-41.89793517,-41.93881846,12.24809337,-34.93227516,-39.14690425,0.99009999999901,22,nan
-11.2231012,-10.82238328,5.698409424,-23.761694,2.740587772,-13.47537969,-59.12228987,-63.33361294,-37.78617932,-47.78952184,-11.27338005,-44.6175026,-39.60813383,-37.10404437,-25.22373573,-35.51640151,-28.03039953,-39.04727935,3.3333333333333694e-25,22,nan
2.150920243,27.14754435,20.51512726,5.340373263,-2.84349236,-11.75878017,1.234957851,9.478554697,-5.961424354,-32.29223358,-11.39168658,-26.0806192,20.86170573,33.0767789,22.82559447,13.31025694,12.32339392,5.993417217,0.9900999900999999,22,nan
-29.22036123,4.448572624,39.42424861,-5.874393291,-17.15877808,38.56667236,-55.71640195,-43.14835379,11.9358574,-68.09728431,-59.39592003,-32.51150856,-34.2442153,-5.57071804,22.9149857,-29.30921505,-25.44109995,2.240737163,0.99990099999999,22,nan
-9.417920725,-27.17161787,-15.59831631,-40.02969797,-20.78115213,-25.44110148,-40.33969326,-50.19191759,-33.60332307,-45.65697227,-43.99055938,-35.79723755,-25.79872896,-24.37106527,-24.16980246,-23.64375284,-29.82302831,-27.11680898,3.333333333333372e-27,22,nan
-23.07294047,20.46728144,-23.31167423,24.08380234,-3.853222045,-8.643529724,1.720884488,-56.98625082,5.159952989,-12.6066037,-62.59097698,54.08812584,50.53762952,-26.29190179,8.111314533,26.7042886,-13.36440375,20.17214382,0.999900999901,22,nan
112.6053696,-0.493792027,-48.94428596,28.00493182,-32.7849669,-40.36394309,13.44836116,-3.06554064,37.22093568,-59.04786685,-52.62711001,2.123042595,13.93853285,63.15882806,18.55217207,-22.71337506,-16.76233862,31.36712067,0.99999900999901,22,nan
34.75444937,-4.195122488,-24.67513767,-12.31366445,-26.58636182,-52.99945003,-0.7215364,-60.52696191,-66.09977183,39.78062699,-31.10697105,-39.51948383,27.99555549,-42.19953456,-54.61451506,30.12924752,-30.3326869,-25.4844903,0.9999999900999901,22,nan
0.077494774,-32.49772469,-21.28423312,-4.085473669,-7.786001515,14.10148559,-12.24438027,35.43965238,55.68539358,9.958787439,83.71666296,89.36844558,-17.62174893,2.613337635,17.9102614,-17.4174952,16.25888894,8.444187034,0.009999009999999909,22,nan
31.74853291,-21.65828015,-14.88872185,-16.215088,-15.90593421,61.67886069,-8.366751126,-26.93848322,54.84991456,-45.32651667,-29.75472055,90.94278911,6.52658542,-11.34419656,44.93394105,-27.74508958,-13.2924615,27.92476425,3.333333333333375e-29,22,nan
23.7225187,-18.56790024,-34.52766125,155.6519151,-30.00080601,-48.62555541,109.7810872,-29.69360653,0.194384903,97.28963725,-58.14083086,40.68839833,40.96025545,-1.04482321,-13.66016192,16.92263711,-16.50053113,-10.85407121,3.333333333333378e-31,22,nan
-2.404145523,-28.93992901,11.79593034,343.4556364,55.90201618,233.4236155,138.1484263,23.24211646,169.2590664,141.6905896,144.3219674,277.4031841,42.83959173,100.8514895,44.62224672,28.16084983,83.35807692,67.63794458,0.9900999900999999,22,nan
13.66699901,-0.843438113,0.841749314,-24.95632271,-42.43033967,-40.77802822,-17.79743695,-59.77580806,-79.01551896,-45.73756089,-73.00238483,-69.21380615,24.86752398,-20.36044482,-26.92168083,27.06800173,-16.53167456,-7.515449876,3.333333333333381e-33,22,nan
-23.4667213,-31.32086093,-35.14870761,15.01542936,-35.21886412,-45.91423977,-38.78060514,-50.19162931,-59.88209848,-70.25995534,-74.29159334,-68.67553328,-19.72287352,-24.75194701,-18.96412229,-36.28131201,-22.81040919,-4.607805373,0.9999999999009999,22,nan
-28.74950923,3.038712053,-6.657835117,3.839628445,-12.66747442,43.56023555,-7.341150686,-19.74131988,35.09444564,-28.66366575,16.32943871,185.6518043,16.77542388,16.2035331,48.58773891,-0.387027836,19.09708702,59.65552297,0.999900999901,22,nan
-13.68555166,-13.88207838,-9.527056712,10.4679948,-5.591132385,-21.30995069,41.15851491,11.60361545,-42.49986634,91.28874536,146.3507466,104.1162497,55.93623774,37.49048379,-27.27961045,31.93461845,41.9752668,-11.0645789,3.333333333333384e-35,22,nan
-7.658941976,36.04790331,-34.46471731,-27.79049965,-5.779934356,5.74260888,-66.68755008,-62.21803492,-7.192558392,-75.78487034,-72.29642947,-10.50496277,-31.34551189,-37.62546428,13.53717424,-27.41970174,-34.12758391,23.10528707,0.99999999999901,22,nan
-10.99992469,-0.316254939,-21.24385872,-37.7419771,-47.59444595,-32.12040124,-27.75126498,-17.5007164,32.62730639,13.07492082,7.892404972,29.70490127,-7.873948987,3.255160764,-15.10671131,-5.556701627,15.8909346,22.21832714,0.99999900999901,22,nan
0.572828291,7.326867425,71.05118359,3.790310049,-21.62179974,-2.431713004,20.59905123,-43.9092097,-50.41968906,-13.02673958,-45.31619709,-48.18016592,41.96830921,-22.03525659,-38.49353058,35.72550701,-13.50292133,-34.97636296,0.009999999999990109,22,nan
-30.43368035,-36.28500618,7.741450936,-27.24780828,-27.08440206,-27.82737281,-20.57823843,-54.48377755,-30.91505814,-49.9709286,-62.96021602,-17.56643599,-23.72862452,-29.7225334,-28.80607086,-24.60206901,-24.14470529,-21.6718452,0.9900999999999999,22,nan
-26.66117754,-37.86352906,-24.29009016,90.58331082,33.60692694,2.59236484,93.22104542,32.64436822,-34.14257216,78.41523013,-3.278871529,-15.88071781,47.21120399,9.318297025,-22.48235877,22.94058634,-14.09203144,-23.2705537,0.9999999900999901,22,nan
-43.88502632,-29.6552358,-43.20114613,-43.82897928,-27.05950703,-54.29961431,-48.7902401,-1.152013886,-32.64053967,-64.82553089,-2.200545072,6.177754203,-30.84023216,0.23445614,-11.17694116,-37.43059648,-16.74988665,-20.61049166,3.333333333333387e-37,22,nan
-30.16189399,5.722846626,-6.954346118,-16.49565848,-16.98263055,16.93537491,-29.31608843,-23.74974439,-9.272511217,-55.43164381,-57.67370799,-4.833137622,-35.45663212,-6.187586589,1.378793494,-38.20692605,-24.56045617,-24.00928872,3.33333333333339e-39,22,nan
1.643357112,42.047197,26.0968795,28.20580406,-11.05025914,-27.44851025,65.86659574,-9.646422258,-56.63840851,88.66835443,45.49832621,-49.40391682,14.2661959,-26.42990715,-33.77197135,21.93809236,-17.73287768,-34.50111186,0.009999999900999909,22,nan
-29.07344327,2.413210436,12.53141997,6.439705731,16.7043309,-28.73662969,50.57191253,48.13455618,-35.79141952,50.59246391,-14.55014302,-38.34949297,10.379472,3.036428772,-22.17234669,-8.417605642,-16.95303338,-24.69626969,3.333333333333393e-41,22,nan
-0.254655441,10.55990415,-16.49162018,104.4782615,24.65910003,-29.03393229,81.05303286,44.29956707,25.86908718,56.77269638,10.80614322,52.90201071,78.23226631,1.394712225,2.545565383,64.18548041,11.51041516,10.91061581,3.333333333333396e-43,22,nan
-12.91783878,-22.66469983,65.42847592,-2.6104427,-39.66422737,21.75156703,35.36372115,-62.41162803,-22.40378619,53.11916881,-46.87705572,19.74559511,-5.699581822,-40.09191912,-20.06584569,12.37535323,-31.03554172,-21.90995722,0.99009999999901,22,nan
91.20778697,156.5164619,19.93962665,53.28253693,8.543061233,-24.83598472,2.658705178,-20.33612235,-29.66905018,13.60220668,-13.71919947,-63.89409725,14.73579521,-34.03844645,-29.40742953,18.30829564,-29.33463231,-48.31826002,0.999901,22,nan
-16.06030054,-8.922011291,-0.34752121,-14.21584423,21.47225993,-25.94535427,-43.0125091,8.603805893,-33.13262346,-69.35940769,21.81015172,-48.61471939,-14.74190822,54.55236726,-5.624635973,-28.18370924,8.615236497,-17.13172355,0.009900999999990109,22,nan
-16.72387214,17.1574747,77.97889588,18.39854059,79.26821828,80.49507981,102.41579,154.4965671,92.72612677,50.92011278,93.13533756,191.8158236,74.00613771,73.36233976,26.45544215,21.52442369,58.17081698,62.54474359,0.99999901,22,nan
-31.06268892,48.90316148,54.41788499,8.036484129,-19.92721195,4.457273622,6.221837343,-25.7301347,-28.51296997,3.454948498,12.19863034,-45.73993642,10.00258013,-22.81740723,-22.13842821,6.104119109,-16.81187729,-30.26724259,0.9999999901,22,nan
25.90647314,20.73143282,42.89992661,-2.457612706,18.8044114,-29.23647824,-1.97882683,21.89528571,-21.00440864,1.372863728,-22.35538058,-32.02090873,-24.61700432,-16.51180502,-12.96216539,-8.404645028,-33.56043989,-33.95065838,0.9900990099999999,22,nan
19.72927717,39.48771044,285.0899192,0.539304802,22.582859,76.34172588,23.07863415,54.93005503,44.25608382,49.94740095,14.15163687,117.0917051,5.127222661,2.509956004,52.21154895,16.62605861,-2.16071402,59.00596733,3.333333333333399e-45,22,nan
-13.93551069,-7.544797854,5.004981017,-19.87623369,-6.043119386,-13.94161007,3.655789379,19.51253618,9.708188293,66.05635916,-23.10368226,-40.02974454,16.35062496,19.05489566,37.10961399,30.58078511,-6.521184583,-1.879697687,0.999999999901,22,nan
3.139773363,-7.113477462,-40.4051432,-17.46681451,-4.780709133,6.535610228,-14.20312279,42.96817336,35.76659369,55.81140843,198.581877,73.5361275,-11.32412029,10.81104008,52.12193222,-4.919094938,25.26239106,29.40783007,3.333333333333402e-47,22,nan
-31.52359086,-13.42674676,24.42529515,1.038734345,29.51650582,189.7932567,-13.54038396,110.1453499,231.6875303,2.183177247,66.30751332,236.4432272,21.19272827,68.60329329,52.33249386,2.906560349,57.06140741,48.53128673,0.009900990100000008,22,nan
10.16745325,-23.18617429,17.40834892,-24.56132057,-40.33835569,-17.86190678,-69.56635819,-49.89507597,-70.09812334,-80.09097314,-79.52341413,-78.91702675,-6.009030897,0.064935064,-26.41281042,-47.16287845,-38.63243563,-49.36233276,0.990099009901,22,incongr
-6.937214708,31.41221272,25.83557605,-43.53286775,-22.44833031,-37.59816221,-73.36103786,-77.86051235,-79.25673926,-78.77597337,-76.38044514,-75.98741957,-55.50455164,-55.99946195,-58.61299857,-60.90371679,-45.26248406,-43.35975032,0.99999999999901,22,congr
29.10537593,-30.78197523,-26.00018242,-10.62359605,-13.15781866,-30.56141666,-56.26643463,-52.5147327,-43.33863447,-84.08621193,-75.00141827,-57.85566996,-30.85167367,-39.52222386,-22.92340097,-41.206387,-36.39196078,-31.83778357,0.009900990099010009,22,incongr
-28.34085437,-9.829063942,25.93614816,-26.25644075,-35.1350369,-16.21389304,-24.51943558,-52.6085478,-72.36675081,-16.78747849,-48.50689499,-46.44834801,-34.28027899,-21.45934505,-47.13683805,-37.22787089,-32.43942319,-36.97863499,3.333333333333405e-49,22,nan
-5.577074472,-22.50370135,14.64582117,-11.07809221,-33.2934203,-58.85617545,-45.28097538,-69.30802349,-76.59229011,-68.73488178,-78.39607111,-73.99431673,-9.218745794,-35.25942381,-61.21225808,-33.04816224,-38.31102761,-51.15229098,3.333333333333408e-51,22,nan
11.80040505,40.11524325,36.26442328,-1.679415346,-21.13532455,0.281337256,-44.38865325,-62.52097354,-58.15269342,-19.31907816,-32.78925893,-48.49475016,-51.27101204,-56.26973788,-42.78539194,-45.32821013,-39.27273541,-28.11511458,0.009999999999990109,22,congr
26.29040861,-6.593718077,-11.07925658,-30.03125101,-34.48336356,-31.66991566,-66.79825704,-64.78983262,-28.06058854,-9.716933514,-39.43077963,-0.922596692,-51.99461014,-33.49302461,-18.36020445,-27.36108267,-26.04566753,-22.1327146,9.999999999990118e-05,22,congr
-20.68923048,52.15481263,55.17782511,-23.61424164,-16.15634421,-28.58886128,-48.55824137,-68.07966581,-15.01834536,-13.41597202,-41.73293069,-34.3183599,-50.89222533,-59.07731606,-39.5923995,-38.84703069,-53.42726207,-37.62052277,9.900990099010017e-05,22,incongr
71.69548856,-21.10820331,-6.446617294,-21.34331455,-49.39914154,-30.87555956,-25.24346441,-58.28917237,-39.87347415,-20.70768722,-69.71169469,-32.01764828,-19.8415599,-31.68839845,-42.5452605,-19.55333675,-3.736505263,-47.8052473,3.333333333333411e-53,22,nan
10.48013601,-31.4646451,-12.45222941,-35.10028134,-51.77362868,-21.27347293,-34.60093179,-52.3353512,-33.89317199,-21.89285273,-53.42834072,-12.37302159,-25.6411589,-36.54220528,-44.93744645,-30.1395178,-50.57308218,-45.46930063,3.3333333333334136e-55,22,nan
-29.13689982,-22.74928317,17.19908014,-12.85112894,-26.02868666,-16.60736195,53.00137328,-27.7934417,-17.64300381,26.97032152,-21.00800784,-15.75522846,-1.201794951,-18.23852792,-3.887826828,10.25112644,5.46679358,8.027742066,9.999999999990127e-07,22,congr
23.7708865,26.01619676,31.70079254,-3.927125747,-18.27146032,-33.07572465,-28.64485794,-41.94139474,-7.009651501,-29.73247434,28.28187485,58.49568286,-23.83462965,-36.0959038,-30.26641529,-24.97684571,-36.7376148,-36.2380509,9.900990099010027e-07,22,incongr
-36.15245394,-25.54989677,-41.88909499,-26.38894668,-37.24552162,-9.548206722,-60.98049063,-61.82827721,-20.24545165,-79.33807084,-65.95074109,-47.56642033,5.587572975,-5.974388692,-1.353496065,20.89558125,2.438364341,18.0781957,3.3333333333334167e-57,22,nan
-4.03686179,0.85986321,2.531888262,-37.97675481,3.32957738,-27.05844681,-65.66019306,-26.16587589,-37.80740651,-71.22687039,-39.85737712,-60.17998858,-5.264969495,39.23713479,-6.695213689,8.250448684,16.06789569,-0.874345867,9.900990099010036e-09,22,incongr
11.92044884,3.609154125,0.909748729,-19.51564717,-13.9183324,2.64252594,-34.58876491,0.471605883,0.277648653,-61.90268256,0.840629629,-2.629545486,13.15346386,27.70505613,9.253384392,-22.19268296,-10.31004943,24.2844174,9.999999999990137e-09,22,congr
19.18524217,53.52336514,59.70771134,15.66082406,19.10579235,-18.67241778,8.99004065,-11.78965559,-30.1872411,-21.77596982,-44.61624926,28.3052688,17.79800734,25.14297856,25.45965782,11.75142868,-0.082987726,34.55924685,9.999999999990145e-11,22,congr
-14.74657792,-39.2976774,22.13467709,-42.49970224,-2.756951695,135.8017999,-27.19769647,6.626587843,91.6169743,-42.55991987,1.835381549,46.58978028,30.34910613,17.31657723,49.70766893,12.89984256,35.47719046,61.82090698,3.3333333333334195e-59,22,nan
-20.91222913,-25.1353184,5.474187425,17.32489711,6.521588962,53.26310416,7.578815262,17.10895608,67.6805662,0.886099101,94.65217457,91.18216421,43.62769341,8.169251544,49.43596464,33.79786103,46.32876615,58.70268402,9.900990099010045e-11,22,incongr
26.29119014,4.959822802,8.154362757,123.7647129,20.40209848,52.55200144,46.1041436,57.96120524,39.80412268,5.711486008,2.945377984,-2.231665245,36.36393833,30.91490052,62.6844537,25.33470864,19.19316268,35.68776868,9.999999999990155e-13,22,congr
-27.06498664,68.79630713,62.67894969,66.30885317,135.3826206,72.44901581,43.56857095,50.03806331,50.13111323,68.71026169,76.9820284,35.9307241,5.235642982,17.11769372,31.67535264,29.80326057,43.07371763,28.02762885,9.900990099010054e-13,22,incongr
14.98850053,17.52404299,54.27707184,194.9447574,152.2885957,80.63962331,111.6093584,158.5567924,95.51259458,123.031773,176.295883,72.85453218,56.94599438,55.20675085,14.66005576,73.15772711,48.02783589,16.42349251,3.3333333333334226e-61,22,nan
5.413808175,-45.0062932,-29.65819016,28.35788945,-23.77907389,-35.26547186,48.06543025,0.315317039,-34.6404093,0.967066819,-29.9011745,-27.4679704,34.67104179,79.69529309,-1.673022974,-10.97352799,24.34395087,2.794447929,3.333333333333426e-63,22,nan
-32.28560864,-38.03279949,-19.57976212,-20.35588973,-35.97507966,-38.06932549,-28.48178012,-71.16161578,-52.24755752,-64.53716529,-72.97102538,-44.94355299,-21.04908314,-33.92722385,-22.60246229,-27.80081378,-33.53864417,0.70820946,9.900990099010062e-15,22,incongr
-32.69186561,11.2470271,28.25060443,-18.85641212,61.12717693,122.978791,34.68987528,80.42458476,82.85255963,19.16608363,74.28361269,113.2797777,10.15776775,26.34682115,21.87581775,-13.55453444,43.50069569,30.62645157,9.999999999990164e-15,22,congr
-26.59789366,-28.30958873,55.05082422,-2.468550548,1.73844532,-13.59587619,-12.22416147,18.49632364,45.23326788,-70.72827687,-63.83971164,-15.63895127,-3.217466893,25.52184065,57.35336257,-24.00258924,-15.47410982,52.59741002,3.333333333333429e-65,22,nan
27.57212357,-13.60730187,-6.607796101,38.19320073,-14.18173299,-3.064719615,43.76693816,48.0219916,6.257055642,28.54369925,-0.513942456,-39.46112586,43.84271236,2.517230312,-27.86065189,38.13003114,-7.370387452,-7.280578729,9.999999999990174e-17,22,congr
